-70.96480560302734	-76.60030364990234	-93.88102722167969	-93.22622680664062	-81.60013580322266	-80	-79.11526489257812	-77.82752990722656	-74.07625579833984	-63.0319709777832	-52.32540512084961	-34.63613128662109	-24.87868690490723	-8.305639266967773	-8.82644271850586	-5.480099678039551	-38.43501663208008	-75.63353729248047	-85.14583587646484	-94.57495880126953
-68.87036895751953	-64.42455291748047	-71.58976745605469	-73.25782012939453	-73.70357513427734	-77.42455291748047	-74.0445785522461	-69.60340881347656	-59.94202423095703	-53.7590217590332	-43.40239334106445	-12.65555191040039	0	0	0	41.49581909179688	0	-13.32328796386719	-62.50549697875977	-83.03162384033203
-68	-68.031982421875	-72.39710998535156	-66.03731536865234	-75	-74	-71.74779510498047	-59.59108352661133	-58.43169784545898	-37.79345703125	-17.77839851379395	0	20.87271499633789	71.92341613769531	85.46503448486328	87.55021667480469	108.4514389038086	131.2929382324219	-11.39945507049561	-74.79623413085938
-68.30533599853516	-68.88072967529297	-68.28604125976562	-68.58611297607422	-64.53807830810547	-57.01132965087891	-59.488525390625	-57.6839485168457	-48.08628082275391	-3.007808208465576	0	30.93015670776367	63.69630432128906	169.4205017089844	232.4312286376953	286.4877319335938	305.120849609375	277.3318786621094	-3.377100467681885	-48.55759811401367
-71.3409652709961	-75.76249694824219	-65.66210174560547	-62.05320739746094	-58.43357849121094	-55.05129241943359	-55.43126678466797	-43.85149002075195	-24.10529136657715	0	32.89229965209961	67.32389068603516	153.3017272949219	294.0751037597656	449.5015563964844	540.8351440429688	231.1965179443359	61.20530700683594	0.8995656967163086	-7.942778587341309
-66	-69.1422119140625	-60.77927017211914	-53.85889434814453	-43.34875106811523	-46.16211700439453	-39.43072128295898	-28.16396713256836	-1.508546471595764	0.135966882109642	49.46233749389648	110.463493347168	214.1528015136719	409.439697265625	687.175537109375	730.0972900390625	105.4709396362305	78.07743072509766	11.18607330322266	0
-60.01328659057617	-55.5528450012207	-48.72797775268555	-38.48927307128906	-32	-33.13821029663086	-30.37106132507324	-6.452717304229736	0	17.21748733520508	72.71885681152344	117.9034576416016	355.7210998535156	712.3472900390625	815.0177612304688	301.3816223144531	374.5002746582031	414.0708618164062	102.1197357177734	263.5299682617188
-44.52172470092773	-38.56990432739258	-32.22397613525391	-28.62418937683105	-27.66672134399414	-25.25874519348145	-15.91918277740479	-2.657397985458374	0	0	23.25740623474121	237.506103515625	841.5072021484375	954.6568603515625	909.124755859375	725.9052124023438	847.84423828125	523.9568481445312	301.3480529785156	247.5318450927734
-24.87504196166992	-19.37399482727051	-18.08945083618164	-13.48957061767578	-14.64104270935059	-6.894076824188232	-0.1160179749131203	0	10.21435737609863	142.7163848876953	0	224.8794555664062	176.2000427246094	310.2134399414062	425.4916076660156	647.1192016601562	751.7900390625	299.3745422363281	336.8171997070312	329.2500305175781
-3.525637149810791	-1.400506138801575	-0.9149938225746155	0	0	0	62.94640731811523	50.121337890625	112.1384353637695	318.4130249023438	0	3.119594573974609	12.47770309448242	154.1068725585938	365.6573486328125	388.4069519042969	400.0222778320312	471.0273742675781	285.827880859375	278.7026977539062
4.904640197753906	9.763856887817383	19.22011566162109	65.02576446533203	37.46422576904297	160.6016387939453	181.0693511962891	222.5291748046875	109.3885116577148	48.42330169677734	57.06069946289062	0.7809280157089233	3.823004484176636	11.63810920715332	191.1006164550781	221.1527252197266	413.772216796875	164.5872955322266	74.96544647216797	48.16948318481445
15.66166591644287	18.09225463867188	21.59786796569824	53.66947555541992	125.1929779052734	169.3015899658203	189.6150512695312	237.2046508789062	220.4673614501953	22.18118858337402	0	10.14344692230225	1	10.47992706298828	131.2252044677734	93.05986022949219	71.21446990966797	39.1287841796875	31.89766120910645	69.25283813476562
